pump_idx,equipment_id,check_item_id,u_mean,u_lower,u_upper,rank,significant,u_group
47,327246,0.0,0.2628946182765532,-0.6786289655710359,1.1479656256661603,61,False,middle
71,327873,0.0,0.04158467139825,-0.6571448412704998,0.7347043097724409,62,False,middle
102,389359,0.0,-0.0821622936360636,-0.838217469724595,0.6503547065339951,63,False,middle
26,315214,0.0,-0.1425321446995418,-1.6387328764506657,1.0748316845917747,64,False,middle
90,383643,0.0,-0.1752342462192267,-0.931428800592594,0.5832706230330058,65,False,middle
110,519165,0.0,-0.2137946097816399,-6.807962492787317,5.838992299758158,66,False,middle
13,265710,0.0,-0.2704532148436396,-6.742898845499672,5.661690811057677,67,False,middle
103,389360,0.0,-0.2856331709382317,-1.061634503327604,0.4515090469613091,68,False,middle
9,265706,0.0,-0.3023115112508098,-6.76401134462268,5.790935298752714,69,False,middle
11,265708,0.0,-0.3147757364491358,-6.784731583535116,5.7267869917691545,70,False,middle
12,265709,0.0,-0.3165166686502818,-6.94915742555674,5.80164637422879,71,False,middle
10,265707,0.0,-0.3303603463761835,-6.71344293208604,5.631986750501065,72,False,middle
53,327854,0.0,-0.8157799802987677,-2.5989162518914526,0.5909858759196512,73,False,middle
60,327861,0.0,-0.8372655276648565,-1.703924355147204,0.0078882691735974,74,False,middle
25,315212,0.0,-0.9376574241069154,-2.1015002302533805,0.079775964405787,75,False,middle
88,339101,0.0,-1.406758443416091,-3.9147126933836183,0.3680344806688954,76,False,middle
87,338934,0.0,-1.4134588875445977,-4.003173153932608,0.4028521968243695,77,False,middle
52,327853,0.0,-1.5849579850045863,-4.044921077221655,0.1780596493139865,78,False,middle
93,383648,0.0,-1.773364026879639,-3.1874433970720406,-0.5813603292343801,79,True,bottom30
77,327879,0.0,-2.590229229007728,-7.749312453616064,0.8407780948455685,80,False,bottom30
76,327878,0.0,-2.5957845815403093,-7.694320877192132,0.844940181793137,81,False,bottom30
51,327852,0.0,-2.6051226262942166,-7.880946948510763,0.8610976186573601,82,False,bottom30
85,327887,0.0,-2.621326051923253,-7.731750534206319,0.8735578102984475,83,False,bottom30
56,327857,0.0,-2.639383614879246,-7.621023439182315,0.7676395461656269,84,False,bottom30
8,265703,0.0,-2.6562518666285326,-4.3721510386364,-1.3127074350876926,85,True,bottom30
57,327858,0.0,-2.768852555048689,-5.172531191005162,-1.0607339460311709,86,True,bottom30
7,265702,0.0,-3.306884297348383,-5.552398365711976,-1.6328098704575296,87,True,bottom30
86,327888,0.0,-3.57647798360717,-8.244730759477168,-0.4740725899531163,88,True,bottom30
91,383644,0.0,-3.639276600153881,-6.010888674273136,-1.9476600418212788,89,True,bottom30
73,327875,0.0,-3.726054211360724,-5.9845509927170095,-2.0637831493416487,90,True,bottom30
101,386993,0.0,-3.8843937540508575,-8.449546766590974,-0.8565779522559885,91,True,bottom30
75,327877,0.0,-4.591894766103256,-8.831164496102538,-1.8268942320673387,92,True,bottom30
58,327859,0.0,-5.077614698649241,-9.24917992860974,-2.3970537980484123,93,True,bottom30
109,463017,0.0,-5.10172238893546,-9.16105223605247,-2.404438236466292,94,True,bottom30
100,386670,0.0,-5.106497395846072,-9.224344264441442,-2.399022165896868,95,True,bottom30
59,327860,0.0,-5.112911099219136,-9.269130526117584,-2.4178196326731856,96,True,bottom30
69,327871,0.0,-5.143184907058011,-9.222816821162356,-2.5135542034604565,97,True,bottom30
107,426234,0.0,-5.144651888398402,-9.243518598916388,-2.453034691137303,98,True,bottom30
82,327884,0.0,-5.14519837698931,-9.208731247250904,-2.4845971879726783,99,True,bottom30
99,386669,0.0,-5.173528768443854,-9.288967194828375,-2.483399341309431,100,True,bottom30
68,327870,0.0,-5.17869396718744,-9.336143041923016,-2.4731488407098734,101,True,bottom30
74,327876,0.0,-5.18202787243255,-9.223017394173912,-2.482715388848431,102,True,bottom30
66,327867,0.0,-5.28041668916539,-9.258133103388571,-2.6923994711204333,103,True,bottom30
108,426235,0.0,-5.313132280821248,-9.335920058522545,-2.6928748411227685,104,True,bottom30
64,327865,0.0,-5.357954126950866,-9.45192130452341,-2.7596952144071247,105,True,bottom30
84,327886,0.0,-5.368046027524099,-9.408307682777815,-2.7706795656397296,106,True,bottom30
72,327874,0.0,-5.368241969246007,-9.456674194009787,-2.724898845596831,107,True,bottom30
61,327862,0.0,-5.373709591655054,-9.371579467106,-2.763258365317454,108,True,bottom30
106,421465,0.0,-5.48447319560955,-9.468764562556965,-2.9262692921226896,109,True,bottom30
65,327866,0.0,-5.505408639543363,-9.469087209800874,-2.915833730517697,110,True,bottom30
70,327872,0.0,-5.5075071832759885,-9.436713591215517,-2.95297377660229,111,True,bottom30
83,327885,0.0,-5.510874316393269,-9.50737745156091,-2.9278901224566405,112,True,bottom30
